5;NZD/USD;0;-109
12;NZD/USD;0;-109
8;NZD/USD;0.836240678619339;0
5;NZD/USD;0;-108
12;NZD/USD;0;-108
8;NZD/USD;0.636810229935244;1
5;NZD/USD;0;-107
12;NZD/USD;0;-107
8;NZD/USD;0.435696387539401;2
5;NZD/USD;0;-106
12;NZD/USD;0;-106
8;NZD/USD;0.234937280414436;3
5;NZD/USD;0;-105
12;NZD/USD;0;-105
8;NZD/USD;0.0364307093309025;4
5;NZD/USD;0.68454;-104
12;NZD/USD;0;-104
8;NZD/USD;-0.000752146822321863;5
5;NZD/USD;0;-103
12;NZD/USD;0;-103
8;NZD/USD;-0.00107229715720634;6
5;NZD/USD;0;-102
12;NZD/USD;0;-102
8;NZD/USD;0.000853607783194646;7
5;NZD/USD;0;-101
12;NZD/USD;0;-101
8;NZD/USD;0.00240937388437568;8
5;NZD/USD;0;-100
12;NZD/USD;0;-100
8;NZD/USD;0.00158868629456322;9
5;NZD/USD;0;-99
12;NZD/USD;0;-99
8;NZD/USD;0.00298935270577563;10
5;NZD/USD;0;-98
12;NZD/USD;0;-98
8;NZD/USD;0.00263386883295606;11
5;NZD/USD;0;-97
12;NZD/USD;0;-97
8;NZD/USD;0.0011284725828106;12
5;NZD/USD;0;-96
12;NZD/USD;0;-96
8;NZD/USD;0.000147809816695209;13
5;NZD/USD;0;-95
12;NZD/USD;0;-95
8;NZD/USD;-0.000297372659031664;14
5;NZD/USD;0;-94
12;NZD/USD;0;-94
8;NZD/USD;-0.000572066889744147;15
5;NZD/USD;0;-93
12;NZD/USD;0;-93
8;NZD/USD;-0.000149576007261274;16
5;NZD/USD;0;-92
12;NZD/USD;0;-92
8;NZD/USD;0.000550997823099152;17
5;NZD/USD;0;-91
12;NZD/USD;0;-91
8;NZD/USD;0.000737414929679182;18
5;NZD/USD;0;-90
12;NZD/USD;0;-90
8;NZD/USD;-3.87151413706663E-05;19
5;NZD/USD;0;-89
12;NZD/USD;0;-89
8;NZD/USD;-0.000198311946403706;20
5;NZD/USD;0;-88
12;NZD/USD;0;-88
8;NZD/USD;-9.6539074209403E-06;21
5;NZD/USD;0;-87
12;NZD/USD;0;-87
8;NZD/USD;-0.000214901896238781;22
5;NZD/USD;0;-86
12;NZD/USD;0;-86
8;NZD/USD;1.44792885905846E-05;23
5;NZD/USD;0;-85
12;NZD/USD;0;-85
8;NZD/USD;0.00032884006682815;24
5;NZD/USD;0;-84
12;NZD/USD;0;-84
8;NZD/USD;0.000546091918352518;25
5;NZD/USD;0;-83
12;NZD/USD;0;-83
8;NZD/USD;-0.000304336858116224;26
5;NZD/USD;0;-82
12;NZD/USD;0;-82
8;NZD/USD;0.000106272494831924;27
5;NZD/USD;0;-81
12;NZD/USD;0;-81
8;NZD/USD;8.92657903682874E-05;28
5;NZD/USD;0;-80
12;NZD/USD;0;-80
8;NZD/USD;-0.000379665065740315;29
5;NZD/USD;0;-79
12;NZD/USD;0;-79
8;NZD/USD;-0.000684058848069015;30
5;NZD/USD;0;-78
12;NZD/USD;0;-78
8;NZD/USD;-0.000401660006517411;31
5;NZD/USD;0;-77
12;NZD/USD;0;-77
8;NZD/USD;-0.000512560421735096;32
5;NZD/USD;0;-76
12;NZD/USD;0;-76
8;NZD/USD;-0.000947765944751524;33
5;NZD/USD;0;-75
12;NZD/USD;0;-75
8;NZD/USD;-0.000285828527339203;34
5;NZD/USD;0;-74
12;NZD/USD;0;-74
8;NZD/USD;-0.000378081109176309;35
5;NZD/USD;0;-73
12;NZD/USD;0;-73
8;NZD/USD;-0.000336951397507322;36
5;NZD/USD;0;-72
12;NZD/USD;0;-72
8;NZD/USD;-0.000344054842858801;37
5;NZD/USD;0;-71
12;NZD/USD;0;-71
8;NZD/USD;-0.000339579245972427;38
5;NZD/USD;0;-70
12;NZD/USD;0;-70
8;NZD/USD;-0.00103530214780226;39
5;NZD/USD;0;-69
12;NZD/USD;0;-69
8;NZD/USD;0.00110798246430728;40
5;NZD/USD;0;-68
12;NZD/USD;0;-68
8;NZD/USD;0.00137091997573694;41
5;NZD/USD;0;-67
12;NZD/USD;0;-67
8;NZD/USD;0.00131728102144942;42
5;NZD/USD;0;-66
12;NZD/USD;0;-66
8;NZD/USD;0.00232904553748164;43
5;NZD/USD;0;-65
12;NZD/USD;0;-65
8;NZD/USD;0.0027321606058225;44
5;NZD/USD;0;-64
12;NZD/USD;0;-64
8;NZD/USD;0.00172231593856146;45
5;NZD/USD;0;-63
12;NZD/USD;0;-63
8;NZD/USD;0.00149556291131314;46
5;NZD/USD;0;-62
12;NZD/USD;0;-62
8;NZD/USD;0.00167451318844267;47
5;NZD/USD;0;-61
12;NZD/USD;0;-61
8;NZD/USD;0.000964676352468444;48
5;NZD/USD;0;-60
12;NZD/USD;0;-60
8;NZD/USD;0.00126027682993123;49
5;NZD/USD;0;-59
12;NZD/USD;0;-59
8;NZD/USD;0.000401419438725365;50
5;NZD/USD;0;-58
12;NZD/USD;0;-58
8;NZD/USD;0.0009400890587805;51
5;NZD/USD;0;-57
12;NZD/USD;0;-57
8;NZD/USD;0.00109593231687275;52
5;NZD/USD;0;-56
12;NZD/USD;0;-56
8;NZD/USD;-4.77600534936565E-06;53
5;NZD/USD;0;-55
12;NZD/USD;0;-55
8;NZD/USD;-0.000195947253295747;54
5;NZD/USD;0;-54
12;NZD/USD;0;-54
8;NZD/USD;-0.000925910964864133;55
5;NZD/USD;0;-53
12;NZD/USD;0;-53
8;NZD/USD;-0.0013039474937694;56
5;NZD/USD;0;-52
12;NZD/USD;0;-52
8;NZD/USD;-0.00132062458384288;57
5;NZD/USD;0;-51
12;NZD/USD;0;-51
8;NZD/USD;-0.000633831560707883;58
5;NZD/USD;0;-50
12;NZD/USD;0;-50
8;NZD/USD;-0.000720920012481311;59
5;NZD/USD;0;-49
12;NZD/USD;0;-49
8;NZD/USD;-0.000215943875576611;60
5;NZD/USD;0;-48
12;NZD/USD;0;-48
8;NZD/USD;-0.000443749020199245;61
5;NZD/USD;0;-47
12;NZD/USD;0;-47
8;NZD/USD;-0.00109840312538412;62
5;NZD/USD;0;-46
12;NZD/USD;0;-46
8;NZD/USD;-0.00101110385808338;63
5;NZD/USD;0;-45
12;NZD/USD;0;-45
8;NZD/USD;-0.000211259172205615;64
5;NZD/USD;0;-44
12;NZD/USD;0;-44
8;NZD/USD;0.000505901451181892;65
5;NZD/USD;0;-43
12;NZD/USD;0;-43
8;NZD/USD;0.000417391455839688;66
5;NZD/USD;0;-42
12;NZD/USD;0;-42
8;NZD/USD;-0.00034178167992317;67
5;NZD/USD;0;-41
12;NZD/USD;0;-41
8;NZD/USD;-0.000359077340235438;68
5;NZD/USD;0;-40
12;NZD/USD;0;-40
8;NZD/USD;-0.00146573785899172;69
5;NZD/USD;0;-39
12;NZD/USD;0;-39
8;NZD/USD;-0.00226611535695663;70
5;NZD/USD;0;-38
12;NZD/USD;0;-38
8;NZD/USD;-0.00215627069817832;71
5;NZD/USD;0;-37
12;NZD/USD;0;-37
8;NZD/USD;-0.00119600962878962;72
5;NZD/USD;0;-36
12;NZD/USD;0;-36
8;NZD/USD;-0.00114175443124281;73
5;NZD/USD;0;-35
12;NZD/USD;0;-35
8;NZD/USD;-0.000508764341072997;74
5;NZD/USD;0;-34
12;NZD/USD;0;-34
8;NZD/USD;-7.26700183614157E-05;75
5;NZD/USD;0;-33
12;NZD/USD;0;-33
8;NZD/USD;0.000154965564236657;76
5;NZD/USD;0;-32
12;NZD/USD;0;-32
8;NZD/USD;0.000191358599998143;77
5;NZD/USD;0;-31
12;NZD/USD;0;-31
8;NZD/USD;0.00165968036824235;78
5;NZD/USD;0;-30
12;NZD/USD;0;-30
8;NZD/USD;0.00190963928246671;79
5;NZD/USD;0;-29
12;NZD/USD;0;-29
8;NZD/USD;0.00144840705455995;80
5;NZD/USD;0;-28
12;NZD/USD;0;-28
8;NZD/USD;0.000987501327127356;81
5;NZD/USD;0;-27
12;NZD/USD;0;-27
8;NZD/USD;0.00133440805817745;82
5;NZD/USD;0;-26
12;NZD/USD;0;-26
8;NZD/USD;2.88680130888561E-05;83
5;NZD/USD;0;-25
12;NZD/USD;0;-25
8;NZD/USD;-0.000317410764806208;84
5;NZD/USD;0;-24
12;NZD/USD;0;-24
8;NZD/USD;5.77186699852618E-05;85
5;NZD/USD;0;-23
12;NZD/USD;0;-23
8;NZD/USD;0.00058200399412142;86
5;NZD/USD;0;-22
12;NZD/USD;0;-22
8;NZD/USD;0.000300399587851779;87
5;NZD/USD;0;-21
12;NZD/USD;0;-21
8;NZD/USD;-3.84916101506988E-05;88
5;NZD/USD;0;-20
12;NZD/USD;0;-20
8;NZD/USD;-0.000113139194312676;89
5;NZD/USD;0;-19
12;NZD/USD;0;-19
8;NZD/USD;-0.000327292927949519;90
5;NZD/USD;0;-18
12;NZD/USD;0;-18
8;NZD/USD;-0.00133244675454945;91
5;NZD/USD;0;-17
12;NZD/USD;0;-17
8;NZD/USD;-0.00122847549915223;92
5;NZD/USD;0;-16
12;NZD/USD;0;-16
8;NZD/USD;-0.000346758259159314;93
5;NZD/USD;0;-15
12;NZD/USD;0;-15
8;NZD/USD;0.000673077558340023;94
5;NZD/USD;0;-14
12;NZD/USD;0;-14
8;NZD/USD;-2.16779974559485E-05;95
5;NZD/USD;0;-13
12;NZD/USD;0;-13
8;NZD/USD;0.000270580460429395;96
5;NZD/USD;0;-12
12;NZD/USD;0;-12
8;NZD/USD;0.000142504338523009;97
5;NZD/USD;0;-11
12;NZD/USD;0;-11
8;NZD/USD;-0.000668723350533494;98
5;NZD/USD;0;-10
12;NZD/USD;0;-10
8;NZD/USD;-0.00194365926803455;99
5;NZD/USD;0;-9
12;NZD/USD;0;-9
8;NZD/USD;-0.00122985123175687;100
5;NZD/USD;0;-8
12;NZD/USD;0;-8
8;NZD/USD;-0.000829811459008923;101
5;NZD/USD;0;-7
12;NZD/USD;0;-7
8;NZD/USD;-0.00126191024586655;102
5;NZD/USD;0;-6
12;NZD/USD;0;-6
8;NZD/USD;-0.000947759937700803;103
5;NZD/USD;0;-5
12;NZD/USD;0;-5
8;NZD/USD;-5.57423736529548E-05;104
5;NZD/USD;0;-4
12;NZD/USD;0;-4
8;NZD/USD;-4.84789724831864E-05;105
5;NZD/USD;0;-3
12;NZD/USD;0;-3
8;NZD/USD;0.000104217793304575;106
5;NZD/USD;0;-2
12;NZD/USD;0;-2
8;NZD/USD;0.000252534483864781;107
5;NZD/USD;0;-1
12;NZD/USD;0;-1
8;NZD/USD;-0.000233386439018942;108
5;NZD/USD;0;0
12;NZD/USD;0;0
8;NZD/USD;0.000556725845410984;109
5;NZD/USD;0;1
12;NZD/USD;0;1
8;NZD/USD;0.000561634919288388;110
5;NZD/USD;0;2
12;NZD/USD;0;2
8;NZD/USD;0.000498524046897963;111
5;NZD/USD;0;3
12;NZD/USD;0;3
8;NZD/USD;0.000448433398589025;112
5;NZD/USD;0;4
12;NZD/USD;0;4
8;NZD/USD;0.000944021846480596;113
5;NZD/USD;0;5
12;NZD/USD;0;5
8;NZD/USD;-0.000224924293156101;114
5;NZD/USD;0;6
12;NZD/USD;0;6
8;NZD/USD;0.000239183904131558;115
5;NZD/USD;0;7
12;NZD/USD;0;7
8;NZD/USD;1.45015105803194E-05;116
5;NZD/USD;0;8
12;NZD/USD;0;8
8;NZD/USD;0.000416021821831999;117
5;NZD/USD;0;9
12;NZD/USD;0;9
8;NZD/USD;2.66300302401513E-05;118
5;NZD/USD;0.83163;10
12;NZD/USD;0;10
